loan_id,closing_date,file_in_audit,file_audit_complete,file_sent_to_custodian,file_at_custodian,audit_tat_days,custodian_tat_days
5033559,2021-09-14,2021-09-16,2021-09-21,,,7,
5023010,2021-09-14,2021-09-16,2021-09-21,,,7,
5026099,2021-09-14,2021-09-16,2021-09-20,,,6,
5036707,2021-09-14,2021-09-16,2021-09-20,2021-09-20,,6,
5034173,2021-09-14,2021-09-16,2021-09-20,2021-09-20,,6,
5032844,2021-09-14,2021-09-16,2021-09-20,2021-09-21,,6,
5037119,2021-09-14,2021-09-16,2021-09-20,2021-09-20,,6,
5029402,2021-09-14,2021-09-16,2021-09-20,2021-09-20,,6,
5025795,2021-09-14,2021-09-16,2021-09-20,2021-09-20,,6,
5028452,2021-09-14,2021-09-16,2021-09-20,2021-09-20,,6,
5025642,2021-09-14,2021-09-16,2021-09-21,,,7,
5027432,2021-09-14,2021-09-16,2021-09-21,,,7,
5023974,2021-09-14,2021-09-17,2021-09-21,,,7,
5021636,2021-09-14,2021-09-17,2021-09-21,,,7,
5029357,2021-09-14,2021-09-17,2021-09-20,2021-09-21,,6,
5025978,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5034454,2021-09-14,2021-09-17,2021-09-20,2021-09-21,,6,
5026008,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5031184,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5032794,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5027275,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5028202,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5025251,2021-09-14,2021-09-17,2021-09-20,2021-09-21,,6,
5023757,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5028650,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5028603,2021-09-14,2021-09-17,2021-09-20,2021-09-21,,6,
5035490,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5035401,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5026095,2021-09-14,2021-09-17,2021-09-20,2021-09-21,,6,
5028779,2021-09-14,2021-09-17,2021-09-21,,,7,
5024984,2021-09-14,2021-09-17,,,,,
5028610,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5035847,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5023928,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5022924,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5027095,2021-09-14,2021-09-17,,,,,
5035040,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5025445,2021-09-14,2021-09-17,2021-09-20,2021-09-21,,6,
5032053,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5031230,2021-09-14,2021-09-17,2021-09-20,,,6,
5036916,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5024673,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5029334,2021-09-14,2021-09-17,2021-09-21,,,7,
5025000,2021-09-14,2021-09-17,2021-09-20,2021-09-21,,6,
5033519,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5030132,2021-09-14,2021-09-17,2021-09-20,2021-09-21,,6,
5035629,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5022474,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5033779,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5034669,2021-09-14,2021-09-17,2021-09-20,,,6,
5025805,2021-09-14,2021-09-17,2021-09-20,2021-09-21,,6,
5036141,2021-09-14,2021-09-17,2021-09-20,2021-09-21,,6,
5022040,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5028496,2021-09-14,2021-09-17,2021-09-20,,,6,
5034944,2021-09-14,2021-09-17,,,,,
5036416,2021-09-14,2021-09-17,2021-09-20,,,6,
5033720,2021-09-14,2021-09-17,2021-09-21,,,7,
5031749,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5030245,2021-09-14,2021-09-17,,,,,
5034740,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5035950,2021-09-14,2021-09-17,2021-09-20,2021-09-21,,6,
5032464,2021-09-14,2021-09-17,,,,,
5034527,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5031192,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5034927,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5022622,2021-09-14,2021-09-17,2021-09-20,2021-09-20,,6,
5024676,2021-09-14,2021-09-17,2021-09-20,,,6,
5023329,2021-09-14,2021-09-17,2021-09-20,,,6,
5023404,2021-09-14,2021-09-17,2021-09-20,2021-09-21,,6,
5037440,2021-09-14,2021-09-17,2021-09-20,2021-09-21,,6,
5037043,2021-09-14,2021-09-17,2021-09-20,2021-09-21,,6,
5033582,2021-09-14,2021-09-17,,,,,
5031634,2021-09-14,2021-09-17,2021-09-20,,,6,
5031927,2021-09-14,2021-09-17,2021-09-20,2021-09-21,,6,
5033442,2021-09-14,2021-09-17,,,,,
5036833,2021-09-14,2021-09-17,,,,,
5031667,2021-09-14,2021-09-17,2021-09-21,,,7,
5031402,2021-09-14,2021-09-17,2021-09-20,2021-09-21,,6,
5036684,2021-09-14,2021-09-17,2021-09-21,,,7,
5028588,2021-09-14,2021-09-20,2021-09-21,,,7,
5037173,2021-09-14,2021-09-20,2021-09-20,,,6,
5033524,2021-09-14,2021-09-20,,,,,
5026672,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5023418,2021-09-14,2021-09-20,,,,,
5022629,2021-09-14,2021-09-20,,,,,
5027782,2021-09-14,2021-09-20,2021-09-21,,,7,
5026696,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5035940,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5034539,2021-09-14,2021-09-20,,,,,
5035640,2021-09-14,2021-09-20,,,,,
5023144,2021-09-14,2021-09-20,,,,,
5032949,2021-09-14,2021-09-20,,,,,
5026581,2021-09-14,2021-09-20,,,,,
5024358,2021-09-14,2021-09-20,,,,,
5032277,2021-09-14,2021-09-20,2021-09-21,,,7,
5037149,2021-09-14,2021-09-20,,,,,
5025926,2021-09-14,2021-09-20,2021-09-21,,,7,
5023615,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5026007,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5023623,2021-09-14,2021-09-20,,,,,
5033575,2021-09-14,2021-09-20,,,,,
5034769,2021-09-14,2021-09-20,,,,,
5030568,2021-09-14,2021-09-20,,,,,
5027893,2021-09-14,2021-09-20,2021-09-21,,,7,
5031424,2021-09-14,2021-09-20,2021-09-20,,,6,
5024944,2021-09-14,2021-09-20,2021-09-21,,,7,
5031762,2021-09-14,2021-09-20,2021-09-21,,,7,
5036718,2021-09-14,2021-09-20,,,,,
5034107,2021-09-14,2021-09-20,2021-09-21,,,7,
5026839,2021-09-14,2021-09-20,2021-09-21,,,7,
5023153,2021-09-14,2021-09-20,2021-09-21,,,7,
5033219,2021-09-14,2021-09-20,,,,,
5025848,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5029083,2021-09-14,2021-09-20,2021-09-20,,,6,
5024286,2021-09-14,2021-09-20,2021-09-21,,,7,
5035777,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5033324,2021-09-14,2021-09-20,,,,,
5023324,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5024893,2021-09-14,2021-09-20,,,,,
5028687,2021-09-14,2021-09-20,2021-09-21,,,7,
5033885,2021-09-14,2021-09-20,2021-09-21,,,7,
5025640,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5034739,2021-09-14,2021-09-20,,,,,
5022217,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5025940,2021-09-14,2021-09-20,2021-09-21,,,7,
5031576,2021-09-14,2021-09-20,2021-09-21,,,7,
5028557,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5023201,2021-09-14,2021-09-20,,,,,
5035314,2021-09-14,2021-09-20,,,,,
5026719,2021-09-14,2021-09-20,2021-09-21,,,7,
5025901,2021-09-14,2021-09-20,2021-09-21,,,7,
5037088,2021-09-14,2021-09-20,,,,,
5024763,2021-09-14,2021-09-20,2021-09-20,,,6,
5028325,2021-09-14,2021-09-20,2021-09-21,,,7,
5026690,2021-09-14,2021-09-20,2021-09-21,,,7,
5022709,2021-09-14,2021-09-20,,,,,
5027457,2021-09-14,2021-09-20,2021-09-21,,,7,
5030417,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5037398,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5036146,2021-09-14,2021-09-20,,,,,
5021532,2021-09-14,2021-09-20,2021-09-20,,,6,
5034662,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5034519,2021-09-14,2021-09-20,2021-09-21,,,7,
5021389,2021-09-14,2021-09-20,,,,,
5028850,2021-09-14,2021-09-20,,,,,
5027714,2021-09-14,2021-09-20,2021-09-21,,,7,
5033947,2021-09-14,2021-09-20,2021-09-21,,,7,
5035250,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5030431,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5028731,2021-09-14,2021-09-20,,,,,
5028193,2021-09-14,2021-09-20,,,,,
5033626,2021-09-14,2021-09-20,2021-09-21,,,7,
5035767,2021-09-14,2021-09-20,2021-09-21,,,7,
5037490,2021-09-14,2021-09-20,2021-09-21,,,7,
5027207,2021-09-14,2021-09-20,,,,,
5030614,2021-09-14,2021-09-20,2021-09-21,,,7,
5025607,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5021910,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5031581,2021-09-14,2021-09-20,,,,,
5035373,2021-09-14,2021-09-20,2021-09-20,,,6,
5035233,2021-09-14,2021-09-20,2021-09-21,,,7,
5025849,2021-09-14,2021-09-20,,,,,
5033314,2021-09-14,2021-09-20,2021-09-20,,,6,
5023980,2021-09-14,2021-09-20,,,,,
5021581,2021-09-14,2021-09-20,,,,,
5037091,2021-09-14,2021-09-20,,,,,
5037481,2021-09-14,2021-09-20,,,,,
5037059,2021-09-14,2021-09-20,,,,,
5024335,2021-09-14,2021-09-20,2021-09-21,,,7,
5028424,2021-09-14,2021-09-20,,,,,
5028573,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5031472,2021-09-14,2021-09-20,2021-09-21,,,7,
5023621,2021-09-14,2021-09-20,2021-09-21,,,7,
5021394,2021-09-14,2021-09-20,2021-09-21,,,7,
5027230,2021-09-14,2021-09-20,,,,,
5028352,2021-09-14,2021-09-20,,,,,
5034484,2021-09-14,2021-09-20,,,,,
5034684,2021-09-14,2021-09-20,,,,,
5025660,2021-09-14,2021-09-20,2021-09-21,,,7,
5023138,2021-09-14,2021-09-20,2021-09-21,,,7,
5036038,2021-09-14,2021-09-20,,,,,
5036425,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5029398,2021-09-14,2021-09-20,2021-09-21,,,7,
5030187,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5024298,2021-09-14,2021-09-20,2021-09-21,,,7,
5030285,2021-09-14,2021-09-20,,,,,
5028351,2021-09-14,2021-09-20,,,,,
5025909,2021-09-14,2021-09-20,,,,,
5035981,2021-09-14,2021-09-20,,,,,
5026914,2021-09-14,2021-09-20,,,,,
5030495,2021-09-14,2021-09-20,2021-09-21,,,7,
5027724,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5023596,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5026704,2021-09-14,2021-09-20,,,,,
5032264,2021-09-14,2021-09-20,2021-09-20,,,6,
5037527,2021-09-14,2021-09-20,,,,,
5034342,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5024971,2021-09-14,2021-09-20,,,,,
5028719,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5025511,2021-09-14,2021-09-20,2021-09-21,,,7,
5028168,2021-09-14,2021-09-20,2021-09-21,,,7,
5025602,2021-09-14,2021-09-20,,,,,
5028996,2021-09-14,2021-09-20,,,,,
5035266,2021-09-14,2021-09-20,2021-09-21,,,7,
5035290,2021-09-14,2021-09-20,,,,,
5030933,2021-09-14,2021-09-20,2021-09-20,,,6,
5029037,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5025730,2021-09-14,2021-09-20,2021-09-21,,,7,
5022742,2021-09-14,2021-09-20,,,,,
5028538,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5037551,2021-09-14,2021-09-20,2021-09-20,,,6,
5037065,2021-09-14,2021-09-20,2021-09-21,,,7,
5031751,2021-09-14,2021-09-20,2021-09-20,2021-09-21,,6,
5027126,2021-09-14,2021-09-20,,,,,
5022295,2021-09-14,2021-09-20,,,,,
5030023,2021-09-14,2021-09-20,,,,,
5031879,2021-09-14,2021-09-20,,,,,
5023079,2021-09-14,2021-09-20,2021-09-20,,,6,
5023579,2021-09-14,2021-09-20,2021-09-20,,,6,
5028547,2021-09-14,2021-09-20,,,,,
5022363,2021-09-14,2021-09-20,,,,,
5036395,2021-09-14,2021-09-20,2021-09-21,,,7,
5026089,2021-09-14,2021-09-20,,,,,
5033374,2021-09-14,2021-09-21,,,,,
5034237,2021-09-14,2021-09-21,,,,,
5035331,2021-09-14,2021-09-21,,,,,
5028702,2021-09-14,2021-09-21,,,,,
5024700,2021-09-14,2021-09-21,,,,,
5028508,2021-09-14,2021-09-21,,,,,
5022549,2021-09-14,2021-09-21,,,,,
5026064,2021-09-14,2021-09-21,,,,,
5024991,2021-09-14,2021-09-21,,,,,
5029269,2021-09-14,2021-09-21,,,,,
5034066,2021-09-14,2021-09-21,,,,,
5036913,2021-09-14,2021-09-21,,,,,
5026154,2021-09-14,2021-09-21,,,,,
5027093,2021-09-14,2021-09-21,,,,,
5029323,2021-09-14,2021-09-21,,,,,
5024524,2021-09-14,2021-09-21,,,,,
5030171,2021-09-14,,,,,,
5021679,2021-09-14,,,,,,
5030364,2021-09-14,,,,,,
5022672,2021-09-14,,,,,,
5037083,2021-09-14,,,,,,
5031122,2021-09-14,,,,,,
5028480,2021-09-14,,,,,,
5022533,2021-09-14,,,,,,
5026586,2021-09-14,,,,,,
5023598,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5033958,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5033688,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5034594,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5031831,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5034909,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5027445,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5032987,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5031444,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5031849,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5035190,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5034829,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5035106,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5035450,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5034549,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5026103,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5026630,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5025709,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5023940,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5035788,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5030333,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5032505,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5033944,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5032733,2021-09-15,2021-09-17,2021-09-20,2021-09-21,,5,
5025743,2021-09-15,2021-09-17,2021-09-20,2021-09-21,,5,
5025973,2021-09-15,2021-09-17,2021-09-20,2021-09-21,,5,
5034925,2021-09-15,2021-09-17,2021-09-20,2021-09-21,,5,
5027235,2021-09-15,2021-09-17,2021-09-20,2021-09-21,,5,
5028555,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5025114,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5029512,2021-09-15,2021-09-17,2021-09-20,,,5,
5032111,2021-09-15,2021-09-17,2021-09-20,,,5,
5025162,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5025878,2021-09-15,2021-09-17,2021-09-20,2021-09-21,,5,
5031430,2021-09-15,2021-09-17,2021-09-20,2021-09-21,,5,
5022432,2021-09-15,2021-09-17,2021-09-20,2021-09-21,,5,
5037336,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5026650,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5029659,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5024333,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5029544,2021-09-15,2021-09-17,2021-09-20,2021-09-21,,5,
5022467,2021-09-15,2021-09-17,2021-09-20,2021-09-21,,5,
5024253,2021-09-15,2021-09-17,2021-09-20,2021-09-21,,5,
5032715,2021-09-15,2021-09-17,2021-09-20,2021-09-21,,5,
5024993,2021-09-15,2021-09-17,2021-09-21,,,6,
5021740,2021-09-15,2021-09-17,2021-09-21,,,6,
5033649,2021-09-15,2021-09-17,,,,,
5030644,2021-09-15,2021-09-17,,,,,
5031055,2021-09-15,2021-09-17,,,,,
5024789,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5034303,2021-09-15,2021-09-17,2021-09-20,2021-09-21,,5,
5028600,2021-09-15,2021-09-17,2021-09-20,2021-09-21,,5,
5025728,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5028615,2021-09-15,2021-09-17,2021-09-20,,,5,
5024303,2021-09-15,2021-09-17,,,,,
5027037,2021-09-15,2021-09-17,2021-09-21,,,6,
5031391,2021-09-15,2021-09-17,2021-09-20,2021-09-21,,5,
5024958,2021-09-15,2021-09-17,2021-09-20,2021-09-21,,5,
5028870,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5035357,2021-09-15,2021-09-17,2021-09-21,,,6,
5037612,2021-09-15,2021-09-17,2021-09-20,,,5,
5032282,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5026979,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5032684,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5033049,2021-09-15,2021-09-17,2021-09-20,2021-09-21,,5,
5024173,2021-09-15,2021-09-17,2021-09-20,2021-09-21,,5,
5026613,2021-09-15,2021-09-17,2021-09-21,,,6,
5024857,2021-09-15,2021-09-17,2021-09-20,2021-09-21,,5,
5023894,2021-09-15,2021-09-17,2021-09-20,2021-09-21,,5,
5021539,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5030290,2021-09-15,2021-09-17,,,,,
5025727,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5036466,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5025108,2021-09-15,2021-09-17,2021-09-21,,,6,
5031206,2021-09-15,2021-09-17,2021-09-20,,,5,
5031730,2021-09-15,2021-09-17,2021-09-21,,,6,
5023902,2021-09-15,2021-09-17,2021-09-20,2021-09-21,,5,
5032565,2021-09-15,2021-09-17,,,,,
5034637,2021-09-15,2021-09-17,2021-09-20,2021-09-21,,5,
5031796,2021-09-15,2021-09-17,2021-09-21,,,6,
5034448,2021-09-15,2021-09-17,2021-09-20,2021-09-21,,5,
5032872,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5036571,2021-09-15,2021-09-17,,,,,
5030628,2021-09-15,2021-09-17,2021-09-21,,,6,
5033249,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5026949,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5029425,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5023216,2021-09-15,2021-09-17,,,,,
5026750,2021-09-15,2021-09-17,2021-09-20,2021-09-20,,5,
5021836,2021-09-15,2021-09-17,2021-09-21,,,6,
5030500,2021-09-15,2021-09-17,2021-09-20,,,5,
5029792,2021-09-15,2021-09-17,,,,,
5025085,2021-09-15,2021-09-17,2021-09-20,2021-09-21,,5,
5035625,2021-09-15,2021-09-20,2021-09-21,,,6,
5037257,2021-09-15,2021-09-20,,,,,
5031616,2021-09-15,2021-09-20,,,,,
5033474,2021-09-15,2021-09-20,2021-09-20,2021-09-21,,5,
5033904,2021-09-15,2021-09-20,2021-09-21,,,6,
5024536,2021-09-15,2021-09-20,2021-09-21,,,6,
5034158,2021-09-15,2021-09-20,,,,,
5029447,2021-09-15,2021-09-20,2021-09-21,,,6,
5031145,2021-09-15,2021-09-20,,,,,
5032367,2021-09-15,2021-09-20,2021-09-20,2021-09-21,,5,
5037009,2021-09-15,2021-09-20,2021-09-21,,,6,
5023196,2021-09-15,2021-09-20,,,,,
5029046,2021-09-15,2021-09-20,2021-09-21,,,6,
5035379,2021-09-15,2021-09-20,,,,,
5036880,2021-09-15,2021-09-20,2021-09-20,2021-09-21,,5,
5027813,2021-09-15,2021-09-20,2021-09-21,,,6,
5034117,2021-09-15,2021-09-20,2021-09-21,,,6,
5025969,2021-09-15,2021-09-20,,,,,
5030566,2021-09-15,2021-09-20,2021-09-21,,,6,
5022584,2021-09-15,2021-09-20,,,,,
5029413,2021-09-15,2021-09-20,2021-09-21,,,6,
5024888,2021-09-15,2021-09-20,2021-09-20,2021-09-21,,5,
5028662,2021-09-15,2021-09-20,,,,,
5032849,2021-09-15,2021-09-20,2021-09-21,,,6,
5024196,2021-09-15,2021-09-20,2021-09-21,,,6,
5032767,2021-09-15,2021-09-20,,,,,
5031973,2021-09-15,2021-09-20,,,,,
5028180,2021-09-15,2021-09-20,,,,,
5030260,2021-09-15,2021-09-20,2021-09-20,2021-09-21,,5,
5021372,2021-09-15,2021-09-20,2021-09-21,,,6,
5022781,2021-09-15,2021-09-20,,,,,
5023254,2021-09-15,2021-09-20,,,,,
5028716,2021-09-15,2021-09-20,2021-09-21,,,6,
5029389,2021-09-15,2021-09-20,,,,,
5023627,2021-09-15,2021-09-20,2021-09-21,,,6,
5027305,2021-09-15,2021-09-20,2021-09-21,,,6,
5024967,2021-09-15,2021-09-20,2021-09-21,,,6,
5028802,2021-09-15,2021-09-20,,,,,
5031834,2021-09-15,2021-09-20,,,,,
5029850,2021-09-15,2021-09-20,2021-09-20,2021-09-21,,5,
5025666,2021-09-15,2021-09-20,,,,,
5036385,2021-09-15,2021-09-20,,,,,
5034877,2021-09-15,2021-09-20,,,,,
5035200,2021-09-15,2021-09-20,2021-09-20,2021-09-21,,5,
5026011,2021-09-15,2021-09-20,,,,,
5030146,2021-09-15,2021-09-20,2021-09-21,,,6,
5035147,2021-09-15,2021-09-20,,,,,
5034785,2021-09-15,2021-09-20,,,,,
5021737,2021-09-15,2021-09-20,,,,,
5023298,2021-09-15,2021-09-20,,,,,
5037047,2021-09-15,2021-09-20,,,,,
5024571,2021-09-15,2021-09-20,,,,,
5021376,2021-09-15,2021-09-20,,,,,
5024434,2021-09-15,2021-09-20,,,,,
5026862,2021-09-15,2021-09-20,2021-09-21,,,6,
5030731,2021-09-15,2021-09-20,,,,,
5033816,2021-09-15,2021-09-20,2021-09-21,,,6,
5029752,2021-09-15,2021-09-20,,,,,
5030524,2021-09-15,2021-09-20,,,,,
5030401,2021-09-15,2021-09-20,,,,,
5024360,2021-09-15,2021-09-20,2021-09-21,,,6,
5035986,2021-09-15,2021-09-20,2021-09-20,2021-09-21,,5,
5023581,2021-09-15,2021-09-20,,,,,
5026216,2021-09-15,2021-09-20,2021-09-20,2021-09-21,,5,
5030305,2021-09-15,2021-09-20,2021-09-20,,,5,
5035423,2021-09-15,2021-09-20,,,,,
5028090,2021-09-15,2021-09-20,,,,,
5028632,2021-09-15,2021-09-20,,,,,
5031117,2021-09-15,2021-09-20,,,,,
5030380,2021-09-15,2021-09-20,,,,,
5021812,2021-09-15,2021-09-20,2021-09-21,,,6,
5026659,2021-09-15,2021-09-20,2021-09-21,,,6,
5037362,2021-09-15,2021-09-20,,,,,
5036091,2021-09-15,2021-09-20,,,,,
5023792,2021-09-15,2021-09-20,2021-09-20,2021-09-21,,5,
5026984,2021-09-15,2021-09-20,2021-09-21,,,6,
5031488,2021-09-15,2021-09-20,,,,,
5021944,2021-09-15,2021-09-20,2021-09-20,,,5,
5025778,2021-09-15,2021-09-20,,,,,
5034279,2021-09-15,2021-09-20,,,,,
5025796,2021-09-15,2021-09-20,,,,,
5026534,2021-09-15,2021-09-20,,,,,
5034855,2021-09-15,2021-09-20,,,,,
5033621,2021-09-15,2021-09-20,,,,,
5029143,2021-09-15,2021-09-20,2021-09-20,,,5,
5022349,2021-09-15,2021-09-20,,,,,
5026882,2021-09-15,2021-09-20,2021-09-21,,,6,
5024818,2021-09-15,2021-09-20,2021-09-21,,,6,
5021537,2021-09-15,2021-09-20,2021-09-20,2021-09-21,,5,
5035396,2021-09-15,2021-09-20,2021-09-21,,,6,
5028637,2021-09-15,2021-09-20,2021-09-21,,,6,
5029018,2021-09-15,2021-09-20,2021-09-20,2021-09-21,,5,
5031840,2021-09-15,2021-09-20,,,,,
5024124,2021-09-15,2021-09-20,,,,,
5024602,2021-09-15,2021-09-20,2021-09-20,2021-09-21,,5,
5025954,2021-09-15,2021-09-20,,,,,
5028576,2021-09-15,2021-09-20,2021-09-20,,,5,
5034982,2021-09-15,2021-09-20,2021-09-21,,,6,
5026974,2021-09-15,2021-09-20,2021-09-21,,,6,
5033808,2021-09-15,2021-09-20,2021-09-20,2021-09-21,,5,
5022615,2021-09-15,2021-09-20,,,,,
5025079,2021-09-15,2021-09-20,2021-09-20,2021-09-21,,5,
5027492,2021-09-15,2021-09-20,,,,,
5024579,2021-09-15,2021-09-20,,,,,
5033008,2021-09-15,2021-09-20,,,,,
5036739,2021-09-15,2021-09-20,2021-09-21,,,6,
5032613,2021-09-15,2021-09-20,,,,,
5026476,2021-09-15,2021-09-20,2021-09-21,,,6,
5023372,2021-09-15,2021-09-20,,,,,
5037299,2021-09-15,2021-09-20,2021-09-20,2021-09-21,,5,
5035454,2021-09-15,2021-09-20,,,,,
5032958,2021-09-15,2021-09-20,2021-09-21,,,6,
5026645,2021-09-15,2021-09-20,,,,,
5024593,2021-09-15,2021-09-20,,,,,
5028625,2021-09-15,2021-09-20,2021-09-21,,,6,
5029596,2021-09-15,2021-09-20,,,,,
5021384,2021-09-15,2021-09-20,,,,,
5031658,2021-09-15,2021-09-20,2021-09-21,,,6,
5033640,2021-09-15,2021-09-20,2021-09-21,,,6,
5033468,2021-09-15,2021-09-20,2021-09-21,,,6,
5032657,2021-09-15,2021-09-20,,,,,
5022281,2021-09-15,2021-09-20,2021-09-21,,,6,
5027483,2021-09-15,2021-09-20,2021-09-21,,,6,
5030826,2021-09-15,2021-09-20,,,,,
5028057,2021-09-15,2021-09-20,,,,,
5029417,2021-09-15,2021-09-20,,,,,
5024860,2021-09-15,2021-09-20,,,,,
5037451,2021-09-15,2021-09-20,2021-09-21,,,6,
5037176,2021-09-15,2021-09-20,2021-09-20,,,5,
5029637,2021-09-15,2021-09-20,2021-09-21,,,6,
5033584,2021-09-15,2021-09-20,,,,,
5022316,2021-09-15,2021-09-20,,,,,
5023270,2021-09-15,2021-09-20,,,,,
